Date,Hour,From City,To City
2020-04-30,13,16,7
2020-04-30,14,22,24
2020-04-30,15,26,23
2020-04-30,16,32,31
2020-04-30,17,27,18
2020-04-30,18,8,13
2020-04-30,19,0,1
2020-04-30,20,1,1
2020-04-30,21,1,1
2020-04-30,22,1,1
2020-04-30,23,0,0
2020-05-01,0,0,0
2020-05-01,1,0,0
2020-05-01,2,0,0
2020-05-01,3,0,0
2020-05-01,4,0,0
2020-05-01,5,2,0
2020-05-01,6,9,3
2020-05-01,7,26,11
2020-05-01,8,26,21
2020-05-01,9,8,10
2020-05-01,10,12,8
2020-05-01,11,27,18
2020-05-01,12,13,15
2020-05-01,13,19,15
2020-05-01,14,28,24
2020-05-01,15,25,25
2020-05-01,16,41,45
2020-05-01,17,14,24
2020-05-01,18,0,3
2020-05-01,19,1,1
2020-05-01,20,1,1
2020-05-01,21,1,1
2020-05-01,22,0,1
2020-05-01,23,0,0
2020-05-02,0,0,0
2020-05-02,1,0,0
2020-05-02,2,0,0
2020-05-02,3,0,0
2020-05-02,4,1,0
2020-05-02,5,0,0
2020-05-02,6,6,1
2020-05-02,7,18,11
2020-05-02,8,15,15
2020-05-02,9,30,23
2020-05-02,10,42,31
2020-05-02,11,53,33
2020-05-02,12,35,40
2020-05-02,13,55,39
2020-05-02,14,58,39
2020-05-02,15,45,48
2020-05-02,16,43,44
2020-05-02,17,8,32
2020-05-02,18,5,5
2020-05-02,19,0,2
2020-05-02,20,1,1
2020-05-02,21,0,0
2020-05-02,22,0,0
2020-05-02,23,1,0
2020-05-03,0,0,0
2020-05-03,1,0,0
2020-05-03,2,0,0
2020-05-03,3,0,0
2020-05-03,4,1,0
2020-05-03,5,1,0
2020-05-03,6,5,2
2020-05-03,7,10,5
2020-05-03,8,13,10
2020-05-03,9,27,17
2020-05-03,10,31,38
2020-05-03,11,30,21
2020-05-03,12,21,23
2020-05-03,13,16,11
2020-05-03,14,10,11
2020-05-03,15,22,7
2020-05-03,16,22,23
2020-05-03,17,9,11
2020-05-03,18,0,1
2020-05-03,19,0,1
2020-05-03,20,2,0
2020-05-03,21,0,1
2020-05-03,22,0,0
2020-05-03,23,0,0
2020-05-04,0,0,0
2020-05-04,1,0,0
2020-05-04,2,0,0
2020-05-04,3,0,0
2020-05-04,4,0,0
2020-05-04,5,0,0
2020-05-04,6,4,1
2020-05-04,7,13,3
2020-05-04,8,7,9
2020-05-04,9,1,0
2020-05-04,10,7,3
2020-05-04,11,12,14
2020-05-04,12,13,14
2020-05-04,13,14,5
2020-05-04,14,25,29
2020-05-04,15,29,21
2020-05-04,16,40,21
2020-05-04,17,21,18
2020-05-04,18,6,8
2020-05-04,19,1,0
2020-05-04,20,0,1
2020-05-04,21,0,1
2020-05-04,22,0,1
2020-05-04,23,0,0
2020-05-05,0,0,0
2020-05-05,1,0,0
2020-05-05,2,0,0
2020-05-05,3,0,0
2020-05-05,4,0,0
2020-05-05,5,0,0
2020-05-05,6,3,1
2020-05-05,7,8,1
2020-05-05,8,17,8
2020-05-05,9,5,8
2020-05-05,10,8,5
2020-05-05,11,10,14
2020-05-05,12,6,6
2020-05-05,13,9,7
2020-05-05,14,5,5
2020-05-05,15,10,16
2020-05-05,16,9,8
2020-05-05,17,4,11
2020-05-05,18,2,2
2020-05-05,19,0,1
2020-05-05,20,1,0
2020-05-05,21,0,0
2020-05-05,22,0,1
2020-05-05,23,0,0
2020-05-06,0,0,0
2020-05-06,1,0,0
2020-05-06,2,0,0
2020-05-06,3,0,0
2020-05-06,4,1,0
2020-05-06,5,3,0
2020-05-06,6,9,0
2020-05-06,7,19,1
2020-05-06,8,19,23
2020-05-06,9,19,6
2020-05-06,10,22,16
2020-05-06,11,23,31
2020-05-06,12,31,28
2020-05-06,13,28,28
2020-05-06,14,34,31
2020-05-06,15,46,52
2020-05-06,16,52,36
2020-05-06,17,27,48
2020-05-06,18,2,12
2020-05-06,19,2,1
2020-05-06,20,3,1
2020-05-06,21,0,3
2020-05-06,22,0,1
2020-05-06,23,0,0
2020-05-07,0,0,0
2020-05-07,1,0,0
2020-05-07,2,0,0
2020-05-07,3,0,0
2020-05-07,4,2,0
2020-05-07,5,0,0
2020-05-07,6,10,0
2020-05-07,7,15,10
2020-05-07,8,19,8
2020-05-07,9,9,6
2020-05-07,10,17,6
2020-05-07,11,12,12
2020-05-07,12,9,11
2020-05-07,13,11,6
2020-05-07,14,14,16
2020-05-07,15,25,20
2020-05-07,16,29,28
2020-05-07,17,21,15
2020-05-07,18,3,2
2020-05-07,19,2,0
2020-05-07,20,1,0
2020-05-07,21,0,0
2020-05-07,22,1,0
2020-05-07,23,0,1
2020-05-08,0,1,0
2020-05-08,1,0,0
2020-05-08,2,0,0
2020-05-08,3,0,0
2020-05-08,4,0,0
2020-05-08,5,0,0
2020-05-08,6,9,0
2020-05-08,7,22,7
2020-05-08,8,29,6
2020-05-08,9,22,23
2020-05-08,10,15,6
2020-05-08,11,26,18
2020-05-08,12,22,23
2020-05-08,13,34,20
2020-05-08,14,37,41
2020-05-08,15,36,39
2020-05-08,16,52,40
2020-05-08,17,25,21
2020-05-08,18,3,5
2020-05-08,19,1,1
2020-05-08,20,0,4
2020-05-08,21,1,0
2020-05-08,22,0,4
2020-05-08,23,0,0
2020-05-09,0,1,2
2020-05-09,1,1,0
2020-05-09,2,0,0
2020-05-09,3,0,0
2020-05-09,4,0,0
2020-05-09,5,0,0
2020-05-09,6,3,1
2020-05-09,7,8,7
2020-05-09,8,34,20
2020-05-09,9,36,45
2020-05-09,10,40,35
2020-05-09,11,45,40
2020-05-09,12,61,43
2020-05-09,13,75,35
2020-05-09,14,77,81
2020-05-09,15,87,68
2020-05-09,16,64,78
2020-05-09,17,30,34
2020-05-09,18,3,3
2020-05-09,19,2,1
2020-05-09,20,0,0
2020-05-09,21,0,0
2020-05-09,22,1,1
2020-05-09,23,0,0
2020-05-10,0,0,0
2020-05-10,1,0,0
2020-05-10,2,0,0
2020-05-10,3,0,0
2020-05-10,4,0,0
2020-05-10,5,0,0
2020-05-10,6,5,1
2020-05-10,7,11,6
2020-05-10,8,31,10
2020-05-10,9,36,30
2020-05-10,10,59,47
2020-05-10,11,73,47
2020-05-10,12,52,72
2020-05-10,13,43,51
2020-05-10,14,64,55
2020-05-10,15,51,61
2020-05-10,16,38,45
2020-05-10,17,11,9
2020-05-10,18,2,4
2020-05-10,19,4,2
2020-05-10,20,1,0
2020-05-10,21,0,0
2020-05-10,22,1,1
2020-05-10,23,0,0
2020-05-11,0,0,0
2020-05-11,1,0,0
2020-05-11,2,0,0
2020-05-11,3,0,0
2020-05-11,4,0,0
2020-05-11,5,1,0
2020-05-11,6,7,5
2020-05-11,7,25,10
2020-05-11,8,19,11
2020-05-11,9,19,5
2020-05-11,10,28,24
2020-05-11,11,19,20
2020-05-11,12,18,17
2020-05-11,13,38,20
2020-05-11,14,48,33
2020-05-11,15,43,38
2020-05-11,16,40,30
2020-05-11,17,31,29
2020-05-11,18,3,7
2020-05-11,19,2,0
2020-05-11,20,1,0
2020-05-11,21,0,0
2020-05-11,22,0,1
2020-05-11,23,0,0
2020-05-12,0,0,0
2020-05-12,1,0,0
2020-05-12,2,0,0
2020-05-12,3,0,0
2020-05-12,4,0,0
2020-05-12,5,1,0
2020-05-12,6,7,1
2020-05-12,7,26,9
2020-05-12,8,26,17
2020-05-12,9,20,18
2020-05-12,10,25,11
2020-05-12,11,21,20
2020-05-12,12,34,26
2020-05-12,13,24,27
2020-05-12,14,54,34
2020-05-12,15,38,48
2020-05-12,16,50,52
2020-05-12,17,13,18
2020-05-12,18,1,4
2020-05-12,19,1,0
2020-05-12,20,1,1
2020-05-12,21,0,2
2020-05-12,22,0,0
2020-05-12,23,0,0
2020-05-13,0,0,0
2020-05-13,1,1,2
2020-05-13,2,0,0
2020-05-13,3,0,0
2020-05-13,4,0,0
2020-05-13,5,0,0
2020-05-13,6,3,3
2020-05-13,7,22,11
2020-05-13,8,19,14
2020-05-13,9,21,15
2020-05-13,10,13,17
2020-05-13,11,19,17
2020-05-13,12,14,19
2020-05-13,13,22,14
2020-05-13,14,25,27
2020-05-13,15,54,40
2020-05-13,16,34,46
2020-05-13,17,22,21
2020-05-13,18,4,5
2020-05-13,19,0,2
2020-05-13,20,0,2
2020-05-13,21,0,1
2020-05-13,22,0,4
2020-05-13,23,0,0
2020-05-14,0,0,0
2020-05-14,1,0,0
2020-05-14,2,0,0
2020-05-14,3,1,0
2020-05-14,4,0,0
2020-05-14,5,1,0
2020-05-14,6,4,0
2020-05-14,7,26,8
2020-05-14,8,19,10
2020-05-14,9,9,7
2020-05-14,10,19,4
2020-05-14,11,15,13
2020-05-14,12,18,16
2020-05-14,13,20,26
2020-05-14,14,17,15
2020-05-14,15,37,28
2020-05-14,16,29,40
2020-05-14,17,13,20
2020-05-14,18,1,7
2020-05-14,19,0,0
2020-05-14,20,0,1
2020-05-14,21,0,0
2020-05-14,22,0,2
2020-05-14,23,0,0
2020-05-15,0,0,0
2020-05-15,1,0,0
2020-05-15,2,0,0
2020-05-15,3,1,0
2020-05-15,4,0,0
2020-05-15,5,4,0
2020-05-15,6,6,3
2020-05-15,7,17,4
2020-05-15,8,25,11
2020-05-15,9,18,15
2020-05-15,10,20,17
2020-05-15,11,20,11
2020-05-15,12,24,18
2020-05-15,13,41,30
2020-05-15,14,26,26
2020-05-15,15,29,26
2020-05-15,16,19,25
2020-05-15,17,11,20
2020-05-15,18,2,3
2020-05-15,19,0,1
2020-05-15,20,0,1
2020-05-15,21,0,0
2020-05-15,22,0,1
2020-05-15,23,0,0
2020-05-16,0,0,0
2020-05-16,1,0,0
2020-05-16,2,0,0
2020-05-16,3,0,1
2020-05-16,4,0,0
2020-05-16,5,0,0
2020-05-16,6,4,1
2020-05-16,7,11,5
2020-05-16,8,18,19
2020-05-16,9,21,19
2020-05-16,10,16,16
2020-05-16,11,23,20
2020-05-16,12,21,26
2020-05-16,13,26,28
2020-05-16,14,37,19
2020-05-16,15,31,38
2020-05-16,16,21,16
2020-05-16,17,12,11
2020-05-16,18,2,1
2020-05-16,19,0,0
2020-05-16,20,0,0
2020-05-16,21,0,0
2020-05-16,22,0,0
2020-05-16,23,0,0
2020-05-17,0,1,0
2020-05-17,1,0,0
2020-05-17,2,0,0
2020-05-17,3,0,0
2020-05-17,4,0,0
2020-05-17,5,0,0
2020-05-17,6,4,0
2020-05-17,7,15,9
2020-05-17,8,30,20
2020-05-17,9,31,9
2020-05-17,10,36,25
2020-05-17,11,54,58
2020-05-17,12,19,42
2020-05-17,13,41,19
2020-05-17,14,61,35
2020-05-17,15,46,50
2020-05-17,16,41,39
2020-05-17,17,10,20
2020-05-17,18,2,1
2020-05-17,19,0,0
2020-05-17,20,1,1
2020-05-17,21,0,0
2020-05-17,22,0,0
2020-05-17,23,0,0
2020-05-18,0,0,0
2020-05-18,1,0,0
2020-05-18,2,0,0
2020-05-18,3,0,0
2020-05-18,4,1,0
2020-05-18,5,1,0
2020-05-18,6,9,0
2020-05-18,7,37,11
2020-05-18,8,21,4
2020-05-18,9,19,9
2020-05-18,10,13,12
2020-05-18,11,16,12
2020-05-18,12,25,16
2020-05-18,13,25,19
2020-05-18,14,26,34
2020-05-18,15,28,25
2020-05-18,16,33,46
2020-05-18,17,14,22
2020-05-18,18,7,7
2020-05-18,19,1,1
2020-05-18,20,0,0
2020-05-18,21,0,2
2020-05-18,22,0,0
2020-05-18,23,0,0
2020-05-19,0,0,0
2020-05-19,1,0,0
2020-05-19,2,1,0
2020-05-19,3,0,0
2020-05-19,4,1,0
2020-05-19,5,1,0
2020-05-19,6,7,3
2020-05-19,7,42,12
2020-05-19,8,25,7
2020-05-19,9,15,7
2020-05-19,10,19,12
2020-05-19,11,9,6
2020-05-19,12,16,16
2020-05-19,13,13,15
2020-05-19,14,14,20
2020-05-19,15,15,29
2020-05-19,16,25,52
2020-05-19,17,11,24
2020-05-19,18,3,2
2020-05-19,19,0,0
2020-05-19,20,1,0
2020-05-19,21,0,3
2020-05-19,22,0,1
2020-05-19,23,1,0
2020-05-20,0,0,0
2020-05-20,1,0,0
2020-05-20,2,0,0
2020-05-20,3,0,0
2020-05-20,4,1,0
2020-05-20,5,0,0
2020-05-20,6,9,4
2020-05-20,7,41,12
2020-05-20,8,17,7
2020-05-20,9,15,6
2020-05-20,10,17,12
2020-05-20,11,14,15
2020-05-20,12,20,25
2020-05-20,13,19,17
2020-05-20,14,22,33
2020-05-20,15,19,33
2020-05-20,16,31,48
2020-05-20,17,9,26
2020-05-20,18,9,8
2020-05-20,19,1,6
2020-05-20,20,2,5
2020-05-20,21,0,1
2020-05-20,22,0,0
2020-05-20,23,0,0
2020-05-21,0,0,0
2020-05-21,1,0,0
2020-05-21,2,0,0
2020-05-21,3,1,0
2020-05-21,4,0,0
2020-05-21,5,1,1
2020-05-21,6,8,3
2020-05-21,7,26,8
2020-05-21,8,25,8
2020-05-21,9,10,13
2020-05-21,10,19,10
2020-05-21,11,16,13
2020-05-21,12,13,19
2020-05-21,13,19,18
2020-05-21,14,13,21
2020-05-21,15,25,23
2020-05-21,16,29,48
2020-05-21,17,11,32
2020-05-21,18,6,5
2020-05-21,19,2,7
2020-05-21,20,0,2
2020-05-21,21,1,2
2020-05-21,22,0,1
2020-05-21,23,0,0
2020-05-22,0,0,0
2020-05-22,1,0,0
2020-05-22,2,1,0
2020-05-22,3,0,0
2020-05-22,4,0,0
2020-05-22,5,0,1
2020-05-22,6,13,2
2020-05-22,7,25,4
2020-05-22,8,24,5
2020-05-22,9,19,6
2020-05-22,10,11,12
2020-05-22,11,11,11
2020-05-22,12,7,12
2020-05-22,13,19,17
2020-05-22,14,21,18
2020-05-22,15,11,19
2020-05-22,16,18,37
2020-05-22,17,6,17
2020-05-22,18,0,3
2020-05-22,19,1,3
2020-05-22,20,2,4
2020-05-22,21,0,2
2020-05-22,22,0,1
2020-05-22,23,3,3
2020-05-23,0,0,0
2020-05-23,1,0,0
2020-05-23,2,0,0
2020-05-23,3,0,0
2020-05-23,4,0,0
2020-05-23,5,0,0
2020-05-23,6,4,2
2020-05-23,7,7,3
2020-05-23,8,23,21
2020-05-23,9,47,24
2020-05-23,10,27,29
2020-05-23,11,29,35
2020-05-23,12,29,35
2020-05-23,13,38,39
2020-05-23,14,41,30
2020-05-23,15,49,36
2020-05-23,16,22,30
2020-05-23,17,4,13
2020-05-23,18,0,2
2020-05-23,19,1,0
2020-05-23,20,0,0
2020-05-23,21,0,2
2020-05-23,22,0,1
2020-05-23,23,0,1
2020-05-24,0,0,0
2020-05-24,1,0,0
2020-05-24,2,0,0
2020-05-24,3,0,0
2020-05-24,4,0,0
2020-05-24,5,0,0
2020-05-24,6,4,0
2020-05-24,7,6,13
2020-05-24,8,23,13
2020-05-24,9,26,12
2020-05-24,10,26,19
2020-05-24,11,34,29
2020-05-24,12,18,25
2020-05-24,13,19,10
2020-05-24,14,17,32
2020-05-24,15,23,18
2020-05-24,16,31,16
2020-05-24,17,5,11
2020-05-24,18,0,1
2020-05-24,19,0,0
2020-05-24,20,0,0
2020-05-24,21,0,0
2020-05-24,22,0,0
2020-05-24,23,0,0
2020-05-25,0,0,0
2020-05-25,1,0,0
2020-05-25,2,0,0
2020-05-25,3,0,0
2020-05-25,4,0,0
2020-05-25,5,0,0
2020-05-25,6,0,0
2020-05-25,7,11,0
2020-05-25,8,11,5
2020-05-25,9,0,0
2020-05-25,10,6,0
2020-05-25,11,2,1
2020-05-25,12,3,2
2020-05-25,13,6,3
2020-05-25,14,5,9
2020-05-25,15,5,6
2020-05-25,16,8,18
2020-05-25,17,8,6
2020-05-25,18,0,6
2020-05-25,19,2,0
2020-05-25,20,0,0
2020-05-25,21,0,1
2020-05-25,22,0,2
2020-05-25,23,0,0
2020-05-26,0,0,0
2020-05-26,1,0,0
2020-05-26,2,1,0
2020-05-26,3,0,0
2020-05-26,4,1,0
2020-05-26,5,2,0
2020-05-26,6,11,3
2020-05-26,7,35,6
2020-05-26,8,33,5
2020-05-26,9,17,7
2020-05-26,10,9,3
2020-05-26,11,22,12
2020-05-26,12,11,26
2020-05-26,13,17,10
2020-05-26,14,14,20
2020-05-26,15,14,32
2020-05-26,16,22,40
2020-05-26,17,10,27
2020-05-26,18,5,1
2020-05-26,19,0,1
2020-05-26,20,1,3
2020-05-26,21,0,2
2020-05-26,22,0,2
2020-05-26,23,0,0
2020-05-27,0,0,0
2020-05-27,1,0,0
2020-05-27,2,1,0
2020-05-27,3,0,0
2020-05-27,4,0,0
2020-05-27,5,1,0
2020-05-27,6,5,0
2020-05-27,7,32,6
2020-05-27,8,35,7
2020-05-27,9,17,5
2020-05-27,10,21,15
2020-05-27,11,20,12
2020-05-27,12,14,9
2020-05-27,13,11,14
2020-05-27,14,9,19
2020-05-27,15,11,10
2020-05-27,16,26,45
2020-05-27,17,13,27
2020-05-27,18,3,1
2020-05-27,19,1,1
2020-05-27,20,1,1
2020-05-27,21,1,5
2020-05-27,22,3,3
2020-05-27,23,0,0
2020-05-28,0,0,0
2020-05-28,1,0,0
2020-05-28,2,1,0
2020-05-28,3,0,0
2020-05-28,4,0,0
2020-05-28,5,1,0
2020-05-28,6,7,2
2020-05-28,7,21,5
2020-05-28,8,40,6
2020-05-28,9,12,11
2020-05-28,10,15,11
2020-05-28,11,12,12
2020-05-28,12,16,15
2020-05-28,13,9,18
2020-05-28,14,16,19
2020-05-28,15,11,21
2020-05-28,16,28,36
2020-05-28,17,8,37
2020-05-28,18,9,5
2020-05-28,19,0,4
2020-05-28,20,0,0
2020-05-28,21,0,0
2020-05-28,22,0,1
2020-05-28,23,0,0
2020-05-29,0,1,0
2020-05-29,1,0,0
2020-05-29,2,1,0
2020-05-29,3,0,0
2020-05-29,4,0,0
2020-05-29,5,2,0
2020-05-29,6,1,1
2020-05-29,7,19,1
2020-05-29,8,29,7
2020-05-29,9,27,6
2020-05-29,10,16,15
2020-05-29,11,23,19
2020-05-29,12,16,16
2020-05-29,13,11,19
2020-05-29,14,16,13
2020-05-29,15,13,18
2020-05-29,16,12,31
2020-05-29,17,3,11
2020-05-29,18,3,8
2020-05-29,19,0,1
2020-05-29,20,0,0
2020-05-29,21,0,2
2020-05-29,22,0,1
2020-05-29,23,0,0
2020-05-30,0,0,0
2020-05-30,1,0,0
2020-05-30,2,0,0
2020-05-30,3,0,0
2020-05-30,4,0,0
2020-05-30,5,1,0
2020-05-30,6,2,1
2020-05-30,7,9,2
2020-05-30,8,10,14
2020-05-30,9,16,17
2020-05-30,10,29,19
2020-05-30,11,24,24
2020-05-30,12,8,16
2020-05-30,13,21,20
2020-05-30,14,33,16
2020-05-30,15,36,28
2020-05-30,16,24,28
2020-05-30,17,4,12
2020-05-30,18,1,1
2020-05-30,19,0,0
2020-05-30,20,0,0
2020-05-30,21,0,0
2020-05-30,22,0,1
2020-05-30,23,0,0
2020-05-31,0,0,0
2020-05-31,1,0,0
2020-05-31,2,0,0
2020-05-31,3,0,0
2020-05-31,4,0,0
2020-05-31,5,1,0
2020-05-31,6,4,1
2020-05-31,7,4,3
2020-05-31,8,17,5
2020-05-31,9,32,23
2020-05-31,10,43,32
2020-05-31,11,39,42
2020-05-31,12,24,47
2020-05-31,13,13,13
2020-05-31,14,22,30
2020-05-31,15,26,21
2020-05-31,16,17,20
2020-05-31,17,3,5
2020-05-31,18,3,4
2020-05-31,19,2,2
2020-05-31,20,1,0
2020-05-31,21,0,1
2020-05-31,22,2,1
2020-05-31,23,0,0
2020-06-01,0,0,0
2020-06-01,1,0,0
2020-06-01,2,0,0
2020-06-01,3,0,0
2020-06-01,4,0,0
2020-06-01,5,0,0
2020-06-01,6,2,1
2020-06-01,7,3,1
2020-06-01,8,5,5
2020-06-01,9,9,11
2020-06-01,10,7,3
2020-06-01,11,13,6
2020-06-01,12,3,3
2020-06-01,13,4,1
2020-06-01,14,5,8
2020-06-01,15,0,5
2020-06-01,16,7,4
2020-06-01,17,4,4
2020-06-01,18,1,0
2020-06-01,19,4,1
2020-06-01,20,1,2
2020-06-01,21,0,2
2020-06-01,22,0,0
2020-06-01,23,0,0
2020-06-02,0,0,0
2020-06-02,1,0,0
2020-06-02,2,1,0
2020-06-02,3,0,0
2020-06-02,4,1,0
2020-06-02,5,1,0
2020-06-02,6,8,1
2020-06-02,7,24,5
2020-06-02,8,19,5
2020-06-02,9,17,2
2020-06-02,10,14,2
2020-06-02,11,8,9
2020-06-02,12,13,14
2020-06-02,13,8,9
2020-06-02,14,15,10
2020-06-02,15,10,16
2020-06-02,16,20,46
2020-06-02,17,12,27
2020-06-02,18,5,7
2020-06-02,19,4,2
2020-06-02,20,1,1
2020-06-02,21,0,1
2020-06-02,22,0,3
2020-06-02,23,0,0
2020-06-03,0,0,0
2020-06-03,1,0,0
2020-06-03,2,0,0
2020-06-03,3,0,0
2020-06-03,4,1,0
2020-06-03,5,2,0
2020-06-03,6,6,2
2020-06-03,7,34,5
2020-06-03,8,36,6
2020-06-03,9,23,14
2020-06-03,10,11,12
2020-06-03,11,8,4
2020-06-03,12,20,14
2020-06-03,13,16,14
2020-06-03,14,26,21
2020-06-03,15,7,18
2020-06-03,16,20,47
2020-06-03,17,5,29
2020-06-03,18,2,3
2020-06-03,19,1,1
2020-06-03,20,2,0
2020-06-03,21,0,2
2020-06-03,22,0,0
2020-06-03,23,0,1
2020-06-04,0,1,0
2020-06-04,1,0,0
2020-06-04,2,0,0
2020-06-04,3,0,0
2020-06-04,4,0,0
2020-06-04,5,0,0
2020-06-04,6,4,0
2020-06-04,7,20,3
2020-06-04,8,31,4
2020-06-04,9,14,8
2020-06-04,10,5,3
2020-06-04,11,5,9
2020-06-04,12,3,8
2020-06-04,13,1,3
2020-06-04,14,0,6
2020-06-04,15,5,6
2020-06-04,16,4,20
2020-06-04,17,4,13
2020-06-04,18,1,3
2020-06-04,19,0,1
2020-06-04,20,0,1
2020-06-04,21,1,0
2020-06-04,22,0,1
2020-06-04,23,0,1
2020-06-05,0,0,0
2020-06-05,1,0,0
2020-06-05,2,0,0
2020-06-05,3,0,0
2020-06-05,4,0,0
2020-06-05,5,0,0
2020-06-05,6,4,0
2020-06-05,7,14,2
2020-06-05,8,27,2
2020-06-05,9,13,5
2020-06-05,10,8,1
2020-06-05,11,8,3
2020-06-05,12,6,6
2020-06-05,13,15,16
2020-06-05,14,13,21
2020-06-05,15,15,10
2020-06-05,16,6,29
2020-06-05,17,4,17
2020-06-05,18,0,5
2020-06-05,19,0,3
2020-06-05,20,1,0
2020-06-05,21,0,0
2020-06-05,22,0,0
2020-06-05,23,0,0
2020-06-06,0,0,0
2020-06-06,1,0,0
2020-06-06,2,0,0
2020-06-06,3,0,0
2020-06-06,4,0,0
2020-06-06,5,0,0
2020-06-06,6,3,3
2020-06-06,7,5,7
2020-06-06,8,16,10
2020-06-06,9,20,14
2020-06-06,10,11,28
2020-06-06,11,6,15
2020-06-06,12,9,9
2020-06-06,13,19,30
2020-06-06,14,8,18
2020-06-06,15,10,10
2020-06-06,16,6,5
2020-06-06,17,2,5
2020-06-06,18,0,1
2020-06-06,19,0,0
2020-06-06,20,0,0
2020-06-06,21,0,0
2020-06-06,22,0,0
2020-06-06,23,0,0
2020-06-07,0,0,0
2020-06-07,1,0,0
2020-06-07,2,0,0
2020-06-07,3,0,0
2020-06-07,4,0,0
2020-06-07,5,1,0
2020-06-07,6,1,1
2020-06-07,7,3,7
2020-06-07,8,11,10
2020-06-07,9,19,16
2020-06-07,10,37,25
2020-06-07,11,30,32
2020-06-07,12,30,39
2020-06-07,13,15,15
2020-06-07,14,25,14
2020-06-07,15,14,18
2020-06-07,16,30,18
2020-06-07,17,8,10
2020-06-07,18,3,6
2020-06-07,19,0,1
2020-06-07,20,1,1
2020-06-07,21,0,1
2020-06-07,22,0,0
2020-06-07,23,0,0
2020-06-08,0,0,0
2020-06-08,1,0,0
2020-06-08,2,0,0
2020-06-08,3,0,0
2020-06-08,4,0,0
2020-06-08,5,3,0
2020-06-08,6,3,3
2020-06-08,7,38,6
2020-06-08,8,31,6
2020-06-08,9,17,3
2020-06-08,10,13,8
2020-06-08,11,8,6
2020-06-08,12,7,12
2020-06-08,13,9,13
2020-06-08,14,15,8
2020-06-08,15,9,15
2020-06-08,16,15,54
2020-06-08,17,5,32
2020-06-08,18,3,4
2020-06-08,19,1,2
2020-06-08,20,4,3
2020-06-08,21,0,3
2020-06-08,22,0,1
2020-06-08,23,0,0
2020-06-09,0,0,0
2020-06-09,1,0,0
2020-06-09,2,0,0
2020-06-09,3,0,0
2020-06-09,4,0,0
2020-06-09,5,0,1
2020-06-09,6,7,1
2020-06-09,7,35,3
2020-06-09,8,34,4
2020-06-09,9,21,10
2020-06-09,10,11,3
2020-06-09,11,15,8
2020-06-09,12,12,6
2020-06-09,13,20,13
2020-06-09,14,21,26
2020-06-09,15,25,27
2020-06-09,16,38,57
2020-06-09,17,12,40
2020-06-09,18,5,7
2020-06-09,19,0,5
2020-06-09,20,0,0
2020-06-09,21,0,2
2020-06-09,22,0,1
2020-06-09,23,0,0
2020-06-10,0,0,0
2020-06-10,1,0,1
2020-06-10,2,0,0
2020-06-10,3,0,0
2020-06-10,4,0,0
2020-06-10,5,3,1
2020-06-10,6,6,3
2020-06-10,7,34,5
2020-06-10,8,44,3
2020-06-10,9,15,8
2020-06-10,10,27,13
2020-06-10,11,14,13
2020-06-10,12,18,12
2020-06-10,13,22,18
2020-06-10,14,17,20
2020-06-10,15,11,27
2020-06-10,16,23,45
2020-06-10,17,9,31
2020-06-10,18,3,7
2020-06-10,19,0,1
2020-06-10,20,1,1
2020-06-10,21,0,2
2020-06-10,22,0,2
2020-06-10,23,0,2
2020-06-11,0,0,0
2020-06-11,1,0,0
2020-06-11,2,0,0
2020-06-11,3,0,0
2020-06-11,4,0,0
2020-06-11,5,2,0
2020-06-11,6,8,2
2020-06-11,7,28,4
2020-06-11,8,43,2
2020-06-11,9,17,5
2020-06-11,10,12,6
2020-06-11,11,12,7
2020-06-11,12,9,6
2020-06-11,13,7,5
2020-06-11,14,4,9
2020-06-11,15,6,11
2020-06-11,16,11,27
2020-06-11,17,2,33
2020-06-11,18,6,4
2020-06-11,19,0,7
2020-06-11,20,0,0
2020-06-11,21,0,1
2020-06-11,22,1,1
2020-06-11,23,0,0
2020-06-12,0,0,1
2020-06-12,1,0,0
2020-06-12,2,0,0
2020-06-12,3,0,0
2020-06-12,4,0,0
2020-06-12,5,0,0
2020-06-12,6,2,1
2020-06-12,7,16,2
2020-06-12,8,25,2
2020-06-12,9,9,4
2020-06-12,10,6,5
2020-06-12,11,4,3
2020-06-12,12,0,2
2020-06-12,13,1,1
2020-06-12,14,1,3
2020-06-12,15,4,9
2020-06-12,16,1,13
2020-06-12,17,1,11
2020-06-12,18,5,12
2020-06-12,19,0,2
2020-06-12,20,1,1
2020-06-12,21,1,0
2020-06-12,22,0,2
2020-06-12,23,0,0
2020-06-13,0,0,0
2020-06-13,1,0,0
2020-06-13,2,0,0
2020-06-13,3,0,0
2020-06-13,4,0,0
2020-06-13,5,1,1
2020-06-13,6,2,0
2020-06-13,7,11,4
2020-06-13,8,9,13
2020-06-13,9,18,16
2020-06-13,10,32,26
2020-06-13,11,24,19
2020-06-13,12,9,23
2020-06-13,13,38,13
2020-06-13,14,37,28
2020-06-13,15,28,33
2020-06-13,16,15,32
2020-06-13,17,2,6
2020-06-13,18,1,1
2020-06-13,19,0,0
2020-06-13,20,0,0
2020-06-13,21,0,0
2020-06-13,22,0,0
2020-06-13,23,0,0
2020-06-14,0,1,0
2020-06-14,1,0,0
2020-06-14,2,0,0
2020-06-14,3,0,0
2020-06-14,4,0,0
2020-06-14,5,0,0
2020-06-14,6,1,0
2020-06-14,7,5,5
