word,day_of,hour_of,value
shit,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-4
dirty,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-2
scandal,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-3
dirty,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-2
scandal,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-3
dirty,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-2
worse,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-3
congratulations,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,2
won,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,3
dirty,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-2
supporters,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,1
crap,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-3
nasty,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-3
hell,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-4
supporters,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,1
hard,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-1
dirty,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-2
hail,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,2
perfect,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,3
excellent,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,3
losing,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-3
blocked,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-1
top,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,2
thrilled,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,5
likes,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,2
conspiracy,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-3
battle,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-1
smart,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,1
cool,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,1
drunk,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-2
racist,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-3
revive,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,2
top,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,2
destroying,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-3
applause,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,2
weird,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-2
brilliant,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,4
wasted,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-2
dirty,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-2
join,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,1
dear,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,2
dedicated,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,2
won,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,3
underestimate,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-1
deafening,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-1
happy,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,3
laughing,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,1
wow,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,4
fascinating,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,3
support,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,2
laughing,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,1
capable,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,1
bloody,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-3
shares,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,1
hope,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,2
hope,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,2
bullshit,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-4
worried,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-3
poison,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-2
leaked,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-1
perfect,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,3
leak,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-1
excited,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,3
dirty,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-2
hope,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,2
cut,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-1
ass,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-4
loyal,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,3
stop,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-1
prospect,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,1
boring,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-3
warned,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-2
racism,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-3
glee,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,3
wow,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,4
feeling,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,1
sick,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-2
motherfucking,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-5
love,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,3
love,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,3
incompetence,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-2
wins,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,4
forget,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-1
courageous,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,2
cool,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,1
ass,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-4
congratulations,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,2
avoid,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-1
supporters,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,1
block,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-1
haters,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-3
swear,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-2
promise,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,1
outrage,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-3
healthy,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,2
promise,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,1
scared,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-2
wrong,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-2
drop,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-1
lmao,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,4
support,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,2
support,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,2
battle,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-1
fun,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,4
crush,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-1
top,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,2
top,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,2
hope,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,2
error,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-2
ugly,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-3
dirty,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-2
exclusive,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,2
clarity,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,2
strength,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,2
excited,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,3
excited,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,3
cruel,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-3
deny,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-2
attack,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-1
death,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-2
threats,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-2
save,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,2
clean,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,2
top,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,2
top,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,2
support,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,2
integrity,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,2
combat,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-1
abused,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-3
prison,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-2
win,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,4
win,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,4
win,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,4
shit,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-4
worse,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-3
blocked,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-1
crush,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-1
perfectly,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,3
suspect,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-1
emergency,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-2
glee,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,3
entertaining,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,2
awesome,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,4
crush,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-1
huge,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,1
mistake,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-2
fight,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-1
death,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-2
worst,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-3
afraid,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-2
fit,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,1
panic,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-3
cut,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-1
useless,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-2
smart,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,1
strong,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,2
disillusioned,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-2
alive,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,1
hope,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,2
poisoned,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-2
love,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,3
fear,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-2
crazy,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-2
lmao,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,4
abilities,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,2
racist,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-3
wtf,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-4
excited,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,3
bad,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-3
swear,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-2
god,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,1
safe,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,1
proud,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,2
embarrassing,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-2
miss,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-2
wow,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,4
brilliant,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,4
clean,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,2
boosts,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,1
helps,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,2
dirty,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-2
fair,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,2
win,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,4
stable,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,2
win,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,4
perfect,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,3
nasty,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-3
crush,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-1
feeling,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,1
worst,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-3
haha,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,3
convince,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,1
true,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,2
inspiring,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,3
vision,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,1
perfect,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,3
shit,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-4
congratulations,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,2
ugly,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-3
mess,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-2
congrats,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,2
nasty,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-3
effectively,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,2
heaven,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,2
weird,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-2
mandatory,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-1
proud,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,2
positive,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,2
woeful,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-3
fuck,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-4
grateful,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,3
terrible,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-3
blame,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-2
sad,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-2
true,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,2
bold,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,2
god,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,1
destroy,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-3
positive,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,2
hell,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-4
join,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,1
wtf,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-4
negative,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-2
yeah,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,1
dire,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-3
dirt,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-2
hopes,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,2
crush,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-1
hope,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,2
crushed,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-2
horrible,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-3
worrying,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-3
shit,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-4
hope,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,2
warm,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,1
dirty,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-2
dirty,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-2
lazy,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-1
confident,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,2
arrogant,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-2
block,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-1
nasty,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-3
supporters,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,1
win,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,4
blocking,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-1
straight,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,1
negative,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-2
wrong,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-2
sigh,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-2
strong,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,2
illegal,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-3
congratulations,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,2
crush,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-1
boring,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-3
nasty,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-3
bullying,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-2
energetic,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,2
drunk,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-2
praising,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,3
incompetent,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-2
love,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,3
arrogant,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-2
prick,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-5
failed,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-2
frustration,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-2
opportunity,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,2
impressive,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,3
anger,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,-3
stable,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,2
sad,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,-2
dodgy,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,-2
bloody,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,-3
sparkle,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,3
aggression,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,-2
smiles,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,2
scary,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,-2
god,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,1
lost,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,-3
fuck,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,-4
worried,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,-3
battle,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,-1
free,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,1
fuckers,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,-4
support,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,2
god,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,1
worried,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,-3
celebrated,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,3
disaster,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,-2
funny,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,4
deceitful,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,-3
dirty,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,-2
negative,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,-2
dirty,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,-2
negative,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,-2
feeling,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,1
bloody,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,-3
ecstatic,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,4
sadly,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,-2
fight,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,-1
chance,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,2
positive,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,2
strong,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,2
nervous,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,-2
hope,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,2
congrats,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,2
effectively,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,2
tired,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,-2
cynicism,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,-2
negativity,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,-2
effective,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,2
hope,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,2
enjoy,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,2
dirty,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,-2
fair,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,2
dirty,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,-2
congratulations,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,2
lovely,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,3
support,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,2
battle,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,-1
advantage,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,2
stronger,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,2
straight,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,1
humor,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,2
friendly,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,2
loser,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,-3
disappointing,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,-2
worthy,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,2
dear,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,2
pray,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,1
promises,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,1
hero,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,2
laugh,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,1
dirty,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,-2
huge,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,1
helping,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,2
worried,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,-3
reassuring,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,2
lol,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,3
positive,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,2
dirty,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,-2
negative,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,-2
dirty,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,-2
fair,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,2
cut,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,-1
bloody,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,-3
fucking,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,-4
scary,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,-2
fraud,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,-4
benefit,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,2
refused,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,-2
shared,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,1
pissed,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,-4
care,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,2
glory,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,2
top,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,2
lol,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,3
avoid,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,-1
fantastic,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,4
hard,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,-1
weak,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,-2
piss,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,-4
care,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,2
sad,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,-2
difficult,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,-1
happy,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,3
shit,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,-4
scary,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,-2
ability,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,2
support,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,2
strong,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,2
support,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,2
protect,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,1
dirty,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,-2
strange,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,-1
trust,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,1
strong,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,2
stop,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,-1
bully,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,-2
spiteful,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,-2
shit,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,-4
nonsense,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,-2
nonsense,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,-2
negativity,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,-2
hate,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,-3
negativity,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,-2
celebrated,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,3
doubt,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,-1
disappointing,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,-2
negative,2020-07-14T00:00:00Z,2020-07-14T10:00:00Z,-2
